Tract,Aortic.Aneurysm...Dissection,Cerebrovascular.Diseases,Diabetes.Mellitus,Essen.Hypertension...Hypertensive.Renal.Dis,Heart.Diseases,In.Situ..Benign..Uncertain.and.Unknown.Behavior.Neoplasms,Malignant.Neoplasm.or.Cancer,Nephritis..Nephrotic.Syndrome..Nephrosis,Atherosclerosis
12001002102,0,45.66,34.25,0,125.57,0,262.56,0,0
12001002201,4.02,14.08,4.02,14.08,56.32,0,106.6,12.07,0
12001002202,0,22.39,17.22,6.89,65.45,5.17,101.62,6.89,1.72
12001002204,0,15.97,11.54,0.89,65.66,0,73.65,3.55,0
12001002205,0.94,16.85,7.49,0.94,43.06,2.81,73.94,3.74,0
12001002207,0,35.41,8.85,0,56.06,0,106.23,0,0
12001002208,0,16.21,4.05,4.05,60.8,0,68.91,0,0
12001002209,1.17,17.59,10.55,4.69,53.94,3.52,82.08,1.17,0
12001002210,0,26.12,16.07,6.03,94.43,2.01,98.45,6.03,0
12001002217,0,5.11,20.44,5.11,49.4,0,46,0,0
12001002218,0,4.26,8.51,4.26,38.3,0,46.81,4.26,0
12001002219,0,15.83,8.64,4.32,38.87,1.44,69.09,10.08,0
12001002220,0,9.29,23.23,0,88.29,4.65,167.29,9.29,0
12001110800,4.96,69.38,24.78,9.91,193.26,4.96,183.35,9.91,0
12003040101,0,7.18,17.24,7.18,79.01,2.87,100.56,11.49,1.44
12003040102,0,22.57,6.64,6.64,128.8,1.33,111.54,5.31,0
12003040201,2.71,18.96,13.54,5.42,66.36,1.35,86.67,4.06,1.35
12003040202,3.53,19.43,10.6,3.53,84.79,1.77,74.19,1.77,0
12005000201,0,22.53,15.02,7.51,67.58,11.26,58.19,0,0
12005000202,5.16,12.04,22.36,3.44,82.56,18.92,94.6,1.72,0
12005000300,2.7,25.61,17.52,8.09,156.36,36.39,109.18,10.78,0
12005000400,0,25.42,18.79,8.84,98.35,26.52,89.51,5.53,0
12005000500,1.66,11.6,24.85,19.88,79.51,21.53,81.17,18.22,0
12005000600,0,47.39,27.08,13.54,115.1,27.08,67.7,0,6.77
12005000700,0,0,0,0,0,0,0,0,0
12005000803,0,18.05,16.25,7.22,119.13,25.27,72.2,14.44,0
12005000804,0,19.11,19.11,4.78,119.45,33.44,105.11,9.56,0
12005000805,2.18,15.29,26.22,10.92,139.83,30.59,87.39,6.55,0
