GEOID,Diabetes.Mellitus,College.Educated
12086003919,8.64,64.40
12086003921,2.72,57.80
12086003922,4.40,61.50
12086004000,5.13,54.10
12086004102,8.78,69.60
12086004103,0.00,35.20
12086004105,8.09,52.80
12086004106,0.00,57.00
12086004203,6.66,57.00
12086004204,9.52,35.30
12086004205,8.86,50.90
12086004206,23.02,47.20
12086004301,0.00,67.80
12086004303,0.00,32.40
12086004304,12.91,46.90
12086004403,20.29,35.20
12086004404,39.58,37.20
12086004405,5.84,41.80
12086004406,3.87,45.10
12086004500,23.96,56.20
12086004602,7.21,76.60
12086004605,7.51,74.10
12086004607,12.82,73.10
12086004608,0.00,72.50
12086004701,12.84,40.40
12086004702,14.41,25.60
12086004703,13.29,31.70
12086004901,5.23,21.20
12086004902,10.91,15.30
12086005001,12.33,12.90
12086005002,12.21,9.70
12086005102,23.46,23.30
12086005103,6.72,9.10
12086005104,8.90,17.10
12086005201,15.05,4.10
12086005202,12.16,6.20
12086005302,29.47,7.40
12086005303,9.73,9.10
12086005304,15.81,11.10
12086005403,17.74,7.80
12086005405,7.69,13.50
12086005406,2.36,8.50
12086005407,20.26,17.20
12086005409,9.43,8.60
12086005410,20.99,13.00
12086005501,6.75,18.80
12086005502,19.34,27.10
12086005600,9.49,27.30
12086005701,18.38,16.10
12086005703,23.07,22.80
12086005704,11.06,14.20
12086005801,18.86,17.20
12086005802,11.82,18.90
12086005901,8.30,29.10
12086005902,13.93,15.20
12086005903,20.91,19.80
12086005904,24.77,21.60
12086006001,17.04,31.90
12086006002,19.63,30.30
12086006101,6.63,55.10
12086006102,4.92,70.20
12086006201,9.61,30.80
12086006203,4.97,59.10
12086006205,2.35,39.10
12086006206,3.50,67.10
12086006301,14.49,22.30
12086006302,15.31,31.50
12086006401,15.04,11.50
12086006402,18.40,27.30
12086006403,8.17,19.40
12086006501,5.26,23.00
12086006503,7.86,24.30
12086006504,7.74,41.00
12086006601,8.37,36.80
12086006602,5.57,36.70
12086006702,5.75,75.00
12086006705,3.21,70.50
12086006706,4.95,67.80
12086006707,2.40,81.70
12086006709,0.00,75.80
12086006711,0.00,76.30
12086006713,0.00,78.50
12086006714,0.00,74.10
12086006801,3.43,73.90
12086006802,11.54,72.40
12086006900,12.36,32.20
12086007001,14.79,33.30
12086007002,12.68,30.20
12086007101,7.72,38.10
12086007103,0.00,70.00
12086007104,0.00,58.40
12086007200,20.36,32.90
12086007300,5.08,74.00
12086007400,2.72,70.90
12086007501,6.90,70.20
12086007503,0.00,69.00
12086007601,0.00,47.70
12086007603,10.98,28.20
12086007604,8.05,62.20
12086007605,4.73,49.20
12086007606,7.39,45.30
12086007701,16.13,29.80
12086007702,14.93,38.00
12086007704,2.00,37.10
12086007705,8.94,53.00
12086007801,9.05,66.80
12086007804,11.34,56.70
12086007805,6.79,51.70
12086007806,4.41,69.30
12086007807,2.09,64.90
12086007901,0.00,74.50
12086007902,0.00,64.10
12086008000,8.86,63.20
12086008101,0.00,64.80
12086008102,5.65,58.70
12086008202,4.65,47.20
12086008205,5.32,70.90
12086008206,5.08,65.90
12086008207,9.30,58.40
12086008208,19.71,33.70
12086008209,12.23,56.70
12086008304,27.92,16.10
12086008305,7.67,47.90
12086008306,13.89,19.10
12086008307,14.95,18.30
12086008308,21.81,27.80
12086008309,33.12,6.10
12086008405,8.31,50.60
12086008407,15.26,42.00
12086008409,14.61,45.70
12086008410,6.70,42.80
12086008412,14.66,46.80
12086008414,7.68,42.00
12086008415,3.81,56.70
12086008416,21.83,44.30
12086008417,25.50,31.50
12086008418,3.55,35.70
12086008419,15.13,29.90
12086008501,11.94,27.60
12086008502,16.08,42.10
12086008601,15.68,29.80
12086008602,14.44,35.10
12086008701,14.84,20.00
12086008702,14.50,28.90
12086008803,13.59,23.80
12086008804,9.70,21.70
12086008805,13.73,17.60
12086008806,9.66,26.40
12086008901,9.43,26.60
12086008902,17.34,29.50
12086008906,13.16,35.20
12086008907,22.56,32.40
12086009006,11.15,33.10
12086009010,5.14,38.60
12086009014,8.92,41.80
12086009015,12.97,30.90
12086009017,19.13,17.00
12086009019,15.00,24.60
12086009020,3.55,13.30
12086009021,13.76,17.70
12086009022,9.38,25.60
12086009023,6.87,24.00
12086009024,8.84,33.50
12086009026,21.85,17.90
12086009027,7.61,27.50
12086009028,7.22,30.10
12086009029,2.43,34.40
12086009030,9.65,28.20
12086009031,2.60,27.70
12086009034,1.25,54.20
12086009035,7.11,41.10
12086009036,1.12,58.60
12086009038,2.14,54.80
12086009039,1.84,50.10
12086009040,25.55,42.50
12086009043,2.18,57.60
12086009044,3.58,54.60
12086009046,0.00,49.00
12086009047,2.91,52.50
12086009100,8.27,12.20
12086009200,11.83,20.60
12086009305,9.71,35.10
12086009306,12.78,16.40
12086009307,10.86,12.00
12086009308,7.74,11.10
12086009309,10.01,10.90
12086009311,17.03,19.10
12086009312,5.48,31.00
12086009313,7.77,30.40
12086009314,8.49,12.10
12086009315,33.44,22.30
12086009400,12.51,13.30
12086009501,9.03,15.30
12086009503,20.29,9.90
12086009504,36.03,14.60
12086009600,45.75,7.90
12086009703,6.07,61.40
12086009704,11.01,41.00
12086009705,16.23,23.70
12086009706,0.00,40.10
12086009803,12.29,24.70
12086009804,24.42,32.60
12086009806,16.28,21.80
12086009807,11.87,34.10
12086009808,25.69,26.00
12086009901,10.72,20.90
12086009903,20.00,22.80
12086009904,9.95,10.40
12086009905,13.39,19.70
12086009906,8.66,16.90
12086010001,18.76,14.80
12086010005,25.87,18.30
12086010006,20.08,11.60
12086010009,15.85,12.10
12086010010,21.03,13.50
12086010011,6.00,5.70
12086010012,8.45,19.20
12086010013,9.45,24.00
12086010015,12.17,11.60
12086010016,7.65,16.90
12086010193,2.84,41.10
12086010198,10.41,32.10
12086010201,12.77,33.40
12086010204,10.77,20.30
12086010205,27.15,17.80
12086010207,30.31,20.40
12086010208,25.35,11.50
12086010209,5.16,13.40
12086010210,20.57,13.30
12086010300,10.19,27.70
12086010400,11.66,21.60
12086010500,16.18,24.70
12086010604,9.69,29.00
12086010606,2.77,19.50
12086010608,14.83,21.00
12086010609,10.38,20.10
12086010610,33.27,43.40
12086010612,3.78,33.60
12086010613,5.49,43.50
12086010614,12.32,20.50
12086010617,3.95,37.20
12086010703,11.08,14.50
12086010704,4.29,19.90
12086010801,13.94,9.30
12086010802,4.46,15.10
12086010900,15.49,8.80
12086011001,17.04,9.40
12086011003,7.62,10.20
12086011005,15.94,11.50
12086011007,11.96,33.90
12086011008,11.21,24.40
12086011009,4.99,35.30
12086011101,9.84,12.70
12086011102,12.96,18.80
12086011201,11.21,13.20
12086011202,8.27,9.50
12086011300,18.99,5.40
12086011401,10.17,29.00
12086011403,22.45,6.30
12086011404,4.27,4.50
12086011500,16.46,23.90
12086011600,6.35,32.00
12086011700,6.96,12.30
12086011800,3.08,27.80
12086011900,1.83,23.70
12086012000,4.47,23.30
12086012100,1.85,22.80
12086012200,5.33,17.20
12086012300,4.28,27.40
12086012400,5.11,29.30
12086012500,11.25,24.30
12086012600,6.73,15.80
12086012700,3.71,35.00
12086012800,7.50,37.60
12086012900,9.18,21.00
12086013000,7.65,21.90
12086013100,1.78,15.30
12086013200,1.56,15.60
12086013300,3.42,22.40
12086013400,4.69,15.90
12086013500,13.13,13.70
12086013600,5.08,14.80
12086013700,13.63,20.40
12086013800,4.84,7.10
12086013900,4.00,17.20
12086014000,0.00,36.90
12086014100,3.10,5.90
12086014200,3.70,27.30
12086014300,11.17,33.50
12086014400,8.16,28.00
12086014500,10.40,36.30
12086014600,6.01,19.10
12086014700,8.68,29.90
12086014800,13.71,17.40
12086014900,18.07,27.50
12086015000,12.16,28.40
12086015100,5.87,31.30
12086015200,9.96,34.10
12086015300,14.00,29.20
12086015400,10.94,29.60
12086015500,20.99,25.10
12086015600,9.32,33.30
12086015700,11.28,26.20
12086015800,21.53,19.10
12086015900,14.17,17.60
12086016000,5.82,27.30
12086016100,11.23,25.00
12086016200,11.23,29.50
12086016300,11.45,38.30
12086016400,2.90,39.00
12086016500,4.33,37.40
12086016600,5.04,26.30
12086016700,10.74,24.00
12086016800,13.47,31.50
12086016900,6.12,27.70
12086017000,6.89,21.10
12086017100,23.62,23.00
12086017200,8.70,26.50
12086017300,5.94,30.20
12086017400,9.70,28.30
12086017500,6.64,30.50
12086017600,6.88,34.70
12086017700,8.44,19.50
12086017800,4.62,26.70
12086017900,5.53,36.90
12086018000,7.44,40.10
12086018100,0.00,30.00
12086018200,7.10,33.80
12086018300,5.04,36.10
12086018400,2.50,33.60
12086018500,15.06,39.10
12086018600,5.84,24.10
12086018700,1.98,30.00
12086018800,7.51,30.80
12086018900,6.09,43.40
12086019000,6.41,30.80
12086019100,10.29,36.40
12086019200,5.56,29.60
12086019300,1.20,33.40
12086019400,7.56,44.90
12086019500,13.28,32.10
12086019600,6.29,30.10
12086019700,15.61,33.50
12086019800,9.64,30.90
12086019900,6.63,26.70
12086020000,10.60,24.60
12086020100,7.59,26.40
12086020200,13.61,18.80
12086020300,18.97,15.10
12086490100,10.62,16.10
12086980300,0.00,29.50
12086980700,35.59,0.00
12087970200,9.15,43.90
12087970300,8.45,20.60
12087970400,13.31,30.90
12087970500,4.26,31.90
12087970600,25.02,43.60
12087970700,7.72,28.50
12087970800,7.15,36.10
12087970900,17.65,33.50
12087971001,0.00,37.40
12087971002,18.63,32.30
12087971100,8.55,31.10
12087971200,8.27,31.00
12087971300,0.00,15.80
12087971401,2.80,29.80
12087971402,0.00,27.80
12087971501,0.00,40.00
12087971502,9.45,36.20
12087971600,4.70,44.00
12087971700,8.79,26.60
12087971800,7.42,20.30
12087971900,6.26,25.00
12087972000,6.18,29.60
12087972100,10.07,36.10
12087972200,8.69,36.20
12087972300,3.76,36.70
12087972400,7.23,32.30
12087972500,0.00,48.60
12087972600,13.66,35.60
12087980000,0.00,100.00
12089050101,10.46,32.70
12089050102,0.00,39.30
12089050201,6.00,77.60
12089050202,3.01,44.30
12089050203,2.60,57.10
12089050301,5.73,24.20
12089050302,7.81,18.50
12089050303,3.03,32.60
12089050400,19.95,7.90
12089050502,14.32,12.90
12089050503,7.53,10.10
12089050504,11.86,11.70
12091020100,18.02,16.90
12091020200,0.00,12.90
12091020301,18.93,22.20
12091020302,14.93,13.60
12091020400,16.08,14.90
12091020500,24.87,20.80
12091020600,9.86,24.60
12091020700,14.32,22.50
12091020800,1.92,48.40
12091020900,4.84,51.60
12091021001,3.32,55.40
12091021002,10.11,48.80
12091021101,9.17,28.10
12091021102,17.37,32.30
12091021200,10.87,23.90
12091021400,0.00,31.70
12091021501,13.56,41.70
12091021502,16.05,42.30
12091021600,13.75,40.00
12091021700,7.12,44.70
12091021801,13.63,25.10
12091021802,14.08,23.50
12091021900,15.74,27.50
12091022001,12.59,26.90
12091022002,13.71,29.80
12091022100,21.23,20.00
12091022300,22.82,25.30
12091022400,17.68,29.60
12091022500,30.08,25.10
12091022600,20.65,18.60
12091022700,34.93,17.80
12091022800,24.27,13.00
12091022900,19.81,28.70
12091023100,10.99,24.60
12091023200,10.34,41.40
12091023303,15.24,51.10
12091023304,4.62,47.30
12091023305,21.56,43.20
12091023306,6.84,35.00
12091023307,21.16,31.10
12091023308,3.45,52.20
12093910101,6.42,12.70
12093910102,25.67,9.50
12093910201,6.95,8.90
12093910202,15.39,5.80
12093910300,20.15,16.70
12093910401,28.73,9.90
12093910402,7.30,5.60
12093910403,6.13,7.60
12093910500,8.91,14.00
12093910601,15.84,16.10
12093910602,24.67,10.90
12095010200,12.56,58.60
12095010300,12.22,46.80
12095010400,21.75,17.00
12095010500,0.00,4.10
12095010802,7.01,53.50
12095011000,9.60,42.10
12095011100,14.74,45.80
12095011200,11.98,52.30
12095011300,1.88,50.00
12095011600,18.88,20.20
12095011701,38.43,13.50
12095011702,40.40,20.10
12095012000,11.30,6.70
12095012100,14.98,12.10
12095012201,12.56,9.30
12095012202,10.99,8.10
12095012303,15.04,21.90
12095012304,10.05,9.40
12095012305,4.98,10.60
12095012306,22.99,11.80
12095012307,17.74,13.30
12095012401,11.63,22.50
12095012402,17.11,16.90
12095012403,12.07,17.70
12095012500,18.65,36.80
12095012600,7.54,52.50
12095012701,3.95,58.30
12095012800,8.03,69.40
12095012900,3.77,52.50
12095013201,17.31,10.20
12095013202,4.61,13.70
12095013300,12.61,24.10
12095013402,18.89,17.10
12095013403,21.56,16.80
12095013405,9.21,14.10
12095013406,13.22,14.00
12095013503,0.00,23.40
12095013505,13.40,22.50
12095013507,2.70,32.20
12095013508,10.02,14.80
12095013509,22.88,33.30
12095013510,9.64,20.10
12095013511,17.22,11.70
12095013512,13.83,19.20
12095013603,7.73,26.20
12095013604,11.49,29.00
12095013605,2.50,29.50
12095013606,8.51,15.30
12095013607,9.85,24.40
12095013701,6.03,20.70
12095013702,17.48,25.60
12095013801,15.82,26.40
12095013802,17.88,31.90
12095013803,3.77,36.10
12095013900,10.70,42.80
12095014000,6.43,50.70
12095014100,11.95,37.70
12095014200,5.78,12.80
12095014301,10.82,25.00
12095014302,6.63,12.00
12095014400,45.20,25.40
12095014502,3.93,5.40
12095014503,10.04,8.50
12095014504,1.63,40.10
12095014601,18.14,6.80
12095014605,21.41,14.30
12095014606,6.88,21.70
12095014607,1.69,38.20
12095014608,24.28,17.70
12095014609,3.27,30.50
12095014701,13.37,6.90
12095014702,7.17,25.80
12095014703,4.50,38.10
12095014704,2.28,44.40
12095014804,14.55,30.70
12095014805,8.37,20.50
12095014806,6.77,45.10
12095014807,3.14,40.90
12095014808,4.80,66.10
12095014809,3.42,67.70
12095014810,8.60,43.80
12095014811,3.84,52.30
12095014812,3.42,31.90
12095014813,12.25,47.20
12095014904,10.27,16.40
12095014906,10.88,30.60
12095014908,19.79,22.20
12095014909,2.96,22.80
12095015001,17.64,16.70
12095015002,5.46,11.00
12095015003,14.41,16.70
12095015004,9.87,29.60
12095015103,9.04,25.90
12095015104,18.88,13.20
12095015105,7.63,15.20
12095015106,18.81,18.00
12095015201,9.29,36.80
12095015202,11.43,15.70
12095015300,23.24,37.70
12095015402,13.98,37.10
12095015501,19.04,56.20
12095015601,4.32,73.60
12095015602,16.72,70.20
12095015701,10.27,63.80
12095015702,0.00,56.20
12095015801,5.55,76.00
12095015802,3.94,70.30
12095015901,20.02,33.00
12095015902,6.33,41.60
12095016001,4.79,71.60
12095016002,7.67,82.70
12095016100,7.28,73.80
12095016200,7.76,59.20
12095016301,31.49,46.20
12095016302,6.80,21.50
12095016402,12.57,28.30
12095016406,0.00,21.20
12095016407,9.91,31.30
12095016408,4.34,32.50
12095016409,20.01,46.60
12095016410,16.63,26.70
12095016411,3.20,37.60
12095016412,0.00,27.10
12095016503,6.60,42.40
12095016504,10.65,38.20
12095016505,13.06,41.00
12095016507,0.00,52.50
12095016508,6.52,33.90
12095016509,21.13,19.60
12095016510,5.00,44.40
12095016511,4.18,33.70
12095016601,8.80,29.60
12095016602,6.35,25.00
12095016704,3.24,57.40
12095016709,13.86,19.10
12095016710,8.35,29.40
12095016712,11.96,21.40
12095016713,21.60,17.30
12095016714,12.08,20.00
12095016715,15.99,15.80
12095016716,5.61,42.90
12095016717,3.13,36.30
12095016723,4.32,21.00
12095016724,6.17,17.80
12095016727,6.86,33.50
12095016728,12.14,40.20
12095016729,5.95,32.20
12095016730,5.71,54.20
12095016731,0.00,20.80
12095016732,3.01,42.30
12095016733,11.35,23.10
12095016734,11.60,33.80
12095016802,6.88,50.10
12095016803,7.40,21.80
12095016804,0.00,23.30
12095016806,5.01,20.30
12095016807,3.31,28.80
12095016902,20.59,9.80
12095016903,4.17,22.20
12095016904,6.58,16.80
12095016906,7.60,10.20
12095016907,5.50,6.90
12095017001,18.97,20.30
12095017004,11.39,30.10
12095017006,7.65,46.30
12095017008,6.28,19.70
12095017011,8.87,22.50
12095017012,6.66,34.90
12095017013,5.13,20.50
12095017014,4.71,37.20
12095017015,2.57,47.10
12095017016,2.00,41.80
12095017017,0.00,45.20
12095017103,2.90,53.90
12095017104,4.16,50.60
12095017105,3.81,58.20
12095017107,8.04,56.80
12095017108,5.17,52.90
12095017109,7.87,59.40
12095017200,7.13,30.70
12095017300,11.20,21.30
12095017400,9.37,32.40
12095017501,13.26,33.30
12095017503,3.25,15.30
12095017504,12.22,18.40
12095017600,22.61,6.00
12095017701,8.42,22.80
12095017702,13.73,29.60
12095017703,16.22,12.40
12095017802,13.19,32.30
12095017804,16.09,29.10
12095017805,22.71,24.00
12095017806,11.81,35.10
12095017807,12.68,18.70
12095017808,5.64,36.50
12095017901,12.76,28.40
12095017902,23.69,23.20
12095018000,38.71,29.70
12095018100,17.81,29.40
12095018200,5.41,56.60
12095018300,29.59,14.10
12095018400,7.58,32.00
12095018500,31.85,14.10
12095018700,13.94,12.80
12095018800,2.57,59.40
12095018900,15.58,48.80
12097040801,21.62,30.60
12097040802,3.77,31.10
12097040803,3.33,58.80
12097040804,11.50,15.50
12097040901,4.45,19.70
12097040902,8.75,17.20
12097041001,12.97,18.70
12097041002,15.16,15.10
12097041100,8.57,11.20
12097041300,9.03,16.30
12097041500,6.35,22.70
12097041600,7.72,12.30
12097041700,10.07,14.50
12097041800,10.04,10.90
12097041900,6.52,16.30
12097042000,3.89,14.70
12097042100,2.71,20.10
12097042200,20.43,12.30
12097042300,8.89,9.20
12097042400,9.98,19.10
12097042500,8.60,13.80
12097042601,7.67,12.60
12097042602,6.99,16.80
12097042701,7.61,12.30
12097042702,5.52,12.40
12097042800,9.82,22.30
12097042900,6.47,27.50
12097043100,5.61,25.30
12097043201,0.00,9.60
12097043202,22.73,17.70
12097043203,20.42,13.20
12097043204,12.68,21.20
12097043205,6.22,15.80
12097043206,0.00,6.60
12097043301,0.00,29.20
12097043302,10.90,15.90
12097043400,12.58,16.80
12097043500,16.96,14.10
12097043600,9.54,22.50
12097043700,6.26,20.10
12097043800,4.99,19.00
12099000101,10.57,42.90
12099000102,12.42,46.10
12099000202,3.23,31.30
12099000204,5.32,35.60
12099000205,6.24,38.00
12099000206,7.68,40.80
12099000208,0.00,47.20
12099000209,1.30,44.60
12099000210,8.55,41.00
12099000211,2.44,67.60
12099000213,13.68,27.90
12099000214,1.29,45.70
12099000215,3.26,62.90
12099000301,4.87,60.00
12099000303,6.93,53.70
12099000304,10.52,33.30
12099000405,3.26,52.60
12099000406,7.37,39.20
12099000407,15.29,54.30
12099000408,10.35,43.40
12099000410,5.38,54.50
12099000505,10.34,55.60
12099000507,0.00,78.10
12099000509,11.64,57.70
12099000511,16.98,40.50
12099000600,6.72,28.60
12099000702,6.90,29.50
12099000703,5.21,55.40
12099000802,6.88,33.10
12099000803,11.69,43.10
12099000804,3.15,43.30
12099000902,3.26,31.90
12099000903,5.34,22.80
12099000904,7.20,43.80
12099000905,4.25,56.90
12099001002,11.19,28.60
12099001003,4.05,43.70
12099001004,25.60,19.30
12099001101,21.13,24.40
12099001102,4.42,32.70
12099001200,18.57,28.40
12099001301,16.03,26.80
12099001302,29.92,8.20
12099001402,15.22,8.80
12099001403,33.62,5.50
12099001404,17.01,12.40
12099001500,13.50,12.20
12099001600,27.31,23.60
12099001700,10.56,28.90
12099001801,11.27,18.50
12099001802,11.70,40.30
12099001904,3.00,25.00
12099001907,16.10,18.40
12099001908,9.20,26.80
12099001909,10.20,14.00
12099001910,67.16,19.70
12099001911,74.47,25.40
12099001912,41.99,26.40
12099001913,59.14,26.50
12099001914,4.49,45.30
12099001915,5.96,42.40
12099001916,8.55,50.70
12099001917,6.82,25.20
12099002005,17.68,21.80
12099002006,30.55,26.40
12099002100,21.51,21.90
12099002200,13.50,13.50
12099002300,7.03,36.30
12099002400,22.57,9.30
12099002600,40.32,53.70
12099002700,12.82,47.30
12099002800,5.22,42.50
12099002900,3.49,7.20
12099003000,13.90,8.60
12099003101,7.31,16.00
12099003102,9.09,13.50
12099003201,9.66,20.70
12099003202,6.29,19.80
12099003300,10.82,11.10
12099003400,5.16,41.10
12099003504,0.00,58.20
12099003507,0.00,74.80
12099003509,15.65,55.60
12099003511,11.26,55.00
12099003600,9.48,38.90
12099003700,8.58,13.30
12099003800,6.19,19.30
12099003901,8.85,27.20
12099003902,9.35,13.70
12099004005,5.23,25.80
12099004007,6.79,8.20
12099004008,10.39,18.40
12099004009,2.41,9.70
12099004010,5.92,15.00
12099004011,3.31,12.60
12099004012,17.75,20.70
12099004013,41.61,12.80
12099004101,9.18,17.90
12099004102,3.30,16.50
12099004201,6.46,12.10
12099004202,16.48,14.20
12099004203,13.32,23.00
12099004300,8.06,43.10
12099004401,16.38,18.10
12099004402,0.00,10.10
12099004500,7.38,12.90
12099004601,7.86,20.80
12099004602,4.01,12.90
12099004702,7.66,9.60
12099004704,12.18,9.80
12099004705,8.45,12.30
12099004706,11.69,23.30
12099004809,32.11,42.10
12099004810,18.43,20.10
12099004811,13.25,25.20
12099004812,3.27,14.90
12099004813,1.58,29.00
12099004815,4.20,26.70
12099004816,26.60,25.10
12099004817,19.93,20.00
12099004818,30.77,17.40
12099004819,11.08,19.50
12099004902,8.73,56.60
12099004903,1.94,13.40
12099004904,14.82,12.70
12099005000,15.43,19.20
12099005101,9.50,7.10
12099005102,18.76,8.40
12099005202,9.62,13.60
12099005203,14.07,27.10
12099005204,17.58,25.90
12099005300,9.66,36.40
12099005405,0.00,59.70
12099005407,11.66,58.30
12099005409,11.21,66.70
12099005411,5.90,59.10
12099005501,8.15,16.40
12099005502,12.18,19.70
12099005601,8.84,12.30
12099005602,3.59,36.50
12099005701,9.67,9.40
12099005702,16.85,17.10
12099005807,4.56,19.70
12099005808,3.50,35.50
12099005810,35.07,18.40
12099005811,14.07,31.80
12099005812,4.61,25.00
12099005813,9.72,41.80
12099005814,8.14,8.80
12099005815,4.10,19.10
12099005816,6.86,23.50
12099005817,1.63,29.80
12099005903,3.61,42.40
12099005915,7.61,37.50
12099005916,5.19,35.90
12099005917,4.41,43.40
12099005918,6.12,32.00
12099005921,5.20,36.60
12099005922,13.76,35.50
12099005923,16.58,43.00
12099005926,11.79,42.60
12099005930,27.40,31.80
12099005931,21.43,33.20
12099005933,27.21,24.00
12099005934,20.42,37.20
12099005935,32.14,44.00
12099005936,42.88,34.30
12099005937,0.00,65.60
12099005938,14.48,38.60
12099005939,31.23,25.20
12099005940,42.06,32.50
12099005942,18.16,64.00
12099005943,48.95,26.50
12099005944,42.44,24.40
12099005945,17.09,50.20
12099005946,5.78,44.10
12099005947,20.43,45.40
12099005949,3.06,53.50
12099005950,9.77,52.80
12099005951,11.43,29.10
12099005952,23.13,37.60
12099005953,6.18,39.40
12099005954,21.03,39.90
12099005955,6.28,50.60
12099005956,49.88,34.30
12099006005,15.63,24.60
12099006006,42.05,31.70
12099006007,10.95,31.50
12099006008,26.45,53.70
12099006009,55.19,21.50
12099006010,12.29,21.00
12099006011,6.33,26.10
12099006012,19.93,28.10
12099006100,21.26,20.00
12099006201,9.10,15.70
12099006202,21.54,37.90
12099006203,17.64,17.80
12099006300,12.85,35.90
12099006401,5.47,54.10
12099006402,17.06,57.50
12099006501,11.97,26.20
12099006502,7.69,41.50
12099006602,0.00,56.00
12099006603,5.51,45.70
12099006604,5.42,29.80
12099006605,9.43,34.00
12099006700,14.53,20.00
12099006801,15.88,7.60
12099006802,5.21,7.20
12099006906,10.97,33.40
12099006907,11.83,48.60
12099006908,18.65,36.60
12099006909,0.00,34.00
12099006910,4.78,31.20
12099006911,12.82,41.00
12099006912,5.11,53.40
12099007002,4.47,55.20
12099007005,0.00,64.20
12099007006,4.51,65.30
12099007007,2.43,76.70
12099007008,4.23,67.80
12099007009,2.83,68.50
12099007010,0.00,60.80
12099007011,3.50,64.30
12099007201,1.49,45.60
12099007202,8.71,52.60
12099007203,7.02,35.00
12099007301,8.88,49.80
12099007302,11.57,33.30
12099007407,0.00,59.20
12099007410,12.17,64.80
12099007412,0.00,61.70
12099007414,36.63,61.60
12099007416,6.49,62.20
12099007418,10.15,68.40
12099007420,9.09,55.90
12099007501,2.92,42.90
12099007504,9.95,45.30
12099007505,8.02,66.90
12099007602,12.25,33.80
12099007603,8.49,52.10
12099007604,3.93,45.00
12099007605,2.06,68.00
12099007607,6.84,47.70
12099007610,3.98,62.10
12099007612,3.96,46.90
12099007613,8.37,41.60
12099007614,4.78,43.10
12099007615,2.61,53.30
12099007616,26.32,54.30
12099007617,5.65,49.00
12099007618,6.76,57.60
12099007705,6.36,35.30
12099007710,6.32,33.60
12099007713,1.19,60.20
12099007716,11.65,36.90
12099007721,3.91,55.60
12099007723,0.00,52.10
12099007724,3.32,34.60
12099007725,3.13,36.00
12099007730,6.33,60.00
12099007731,4.42,45.50
12099007732,3.46,17.70
12099007733,5.68,36.40
12099007734,8.65,43.00
12099007735,1.78,50.30
12099007736,7.53,25.00
12099007738,10.29,29.80
12099007739,3.26,30.70
12099007740,16.06,34.00
12099007741,9.91,44.90
12099007742,17.69,32.30
12099007743,10.24,47.40
12099007744,10.43,35.60
12099007746,26.16,26.30
12099007747,14.46,37.60
12099007748,4.30,60.80
12099007749,5.14,36.40
12099007750,2.11,29.90
12099007751,5.62,41.90
12099007752,6.93,42.80
12099007753,10.92,55.80
12099007754,9.87,45.80
12099007756,3.49,37.80
12099007757,9.27,54.60
12099007758,6.11,40.60
12099007759,0.00,57.30
12099007760,7.19,45.80
12099007762,5.47,54.00
12099007763,8.11,49.30
12099007764,0.00,32.00
12099007765,2.06,50.30
12099007766,14.60,19.20
12099007767,5.41,26.90
12099007805,6.49,37.60
12099007808,3.74,25.90
12099007809,5.72,23.10
12099007812,18.85,19.00
12099007813,14.38,24.20
12099007814,9.97,56.50
12099007817,4.83,28.50
12099007818,0.00,39.00
12099007820,6.68,24.10
12099007821,3.34,14.00
12099007822,1.63,35.00
12099007823,4.66,38.80
12099007828,6.79,46.00
12099007830,2.82,50.60
12099007831,10.43,52.70
12099007832,34.40,26.20
12099007833,8.60,24.10
12099007834,12.22,55.90
12099007835,0.00,67.80
12099007836,6.29,45.70
12099007837,10.75,40.00
12099007838,4.91,34.50
12099007839,10.19,23.30
12099007908,9.71,18.70
12099007909,2.62,59.40
12099007910,11.54,24.50
12099007912,5.57,22.20
12099008001,21.73,6.30
12099008002,45.17,8.50
12099008101,5.46,8.40
12099008201,19.68,8.10
12099008202,16.15,9.00
12099008203,10.68,12.10
12099008301,5.61,1.70
12099008302,18.66,5.90
12101030101,29.51,15.90
12101030102,24.71,13.00
12101030202,28.98,25.70
12101030203,26.77,5.40
12101030204,26.50,11.70
12101030205,22.43,19.50
12101030301,40.45,22.20
12101030302,17.90,19.10
12101030303,19.93,32.10
12101030404,6.81,30.60
12101030405,20.64,10.30
12101030406,23.89,18.70
12101030407,24.95,15.20
12101030408,31.91,20.30
12101030409,28.88,14.20
12101030410,30.05,16.80
12101030411,26.52,10.90
12101030412,30.69,8.50
12101030501,7.03,10.30
12101030502,6.74,14.80
12101030601,29.18,10.60
12101030602,33.61,11.80
12101030700,30.39,6.10
12101030800,23.66,12.90
12101030901,20.82,15.70
12101030903,22.27,17.00
12101030904,17.54,19.50
12101030905,28.34,15.90
12101031003,38.86,14.90
12101031005,24.64,9.10
12101031006,21.28,10.10
12101031007,38.47,8.90
12101031008,31.14,16.00
12101031009,32.32,4.80
12101031010,11.68,10.80
12101031011,54.52,18.60
12101031012,32.98,16.20
12101031013,19.39,10.70
12101031014,26.16,10.50
12101031101,29.05,12.80
12101031102,46.62,13.50
12101031203,59.40,19.60
12101031204,45.99,21.80
12101031205,14.80,14.70
12101031206,28.35,7.30
12101031207,12.20,11.30
12101031208,16.62,24.90
12101031301,18.43,16.00
12101031302,10.27,29.50
12101031401,29.26,14.40
12101031404,42.46,11.80
12101031405,10.10,8.20
12101031406,28.20,11.00
12101031407,55.37,7.00
