HUC_12,CRP_acres
020200010701,0
020200010702,0
020200010703,0
020200010704,0
020200010705,0
020200010706,0
020200020101,0
020200020102,0
020200020103,0
020200020104,0
020200020105,0
020200020201,0
020200020202,0
020200020203,0
020200020204,0
020200020205,0
020200020301,0
020200020302,0
020200020303,0
020200020304,0
020200020305,0
020200020306,0
020200020307,0
020200020401,0
020200020402,0
020200020403,0
020200020404,0
020200020405,0
020200020501,0
020200020502,0
020200020503,0
020200020504,0
020200020505,0
020200020506,0
020200020601,0
020200020602,0
020200020603,0
020200020604,0
020200020605,0
020200020606,0
020200020701,0
020200020702,0
020200020703,0
020200020704,0
020200020705,0
020200020706,0
020200030101,0
020200030103,0
020200030201,0
020200030202,0
020200030203,0
020200030301,0
020200030302,0
020200030303,0
020200030401,0
020200030404,0
020200030405,0
020200030407,0
020200030501,0
020200030502,0
020200030503,0
020200030504,0
020200030505,0
020200030506,0
020200030601,0
020200030602,0
020200030603,0
020200030604,0
020200030605,0
020200030701,0
020200030702,0
020200030703,0
020200030704,0
020200030802,0
020200030901,0
020200030902,0
020200031001,0
020200031003,0
020200031006,0
020200031102,0
020200031103,0
020200031105,0
020200031106,0
020200031107,0
020200040101,0
020200040102,0
020200040103,0
020200040104,0
020200040105,0
020200040301,0
020200040302,0
020200040303,0
020200040305,0
020200040307,0
020200040309,0
020200040310,0
020200040311,0
020200040401,0
020200040402,0
020200040403,0
020200040404,0
020200040405,0
020200040406,0
020200040407,0
020200040501,0
020200040502,0
020200040503,0
020200040504,0
020200040506,0
020200040507,0
020200040601,0
020200040602,0
020200040603,0
020200040701,0
020200040702,0
020200040709,0
020200040801,0
020200040802,0
020200040803,0
020200040804,0
020200040805,0
020200040806,0
020200040807,0
020200040808,0
020200040902,0
020200040904,0
020200040906,0
020200040907,0
020200040909,0
020200041004,0
020200041102,0
020200041103,0
020200041104,0
020200041105,0
020200041106,0
020200041107,0
020200041108,0
020200041109,0
020200041110,0
020200050101,0
020200050102,0
020200050103,0
020200050104,0
020200050301,0
020200050302,0
020200050303,0
020200050304,0
020200050401,0
020200050402,0
020200050403,0
020200050404,0
020200050405,0
020200050601,0
020200050603,0
020200050604,0
020200050703,0
020200050704,0
020200050705,0
020200060101,0
020200060103,0
020200060104,0
020200060201,0
020200060202,0
020200060203,0
020200060205,0
020200060301,0
020200060302,0
020200060303,0
020200060304,0
020200060305,0
020200060401,0
020200060402,0
020200060504,0
020200060601,0
020200060602,0
020200060603,0
020200060604,0
020200060605,0
020200060606,0
020200060609,0
020200060701,0
020200060702,0
020200060703,0
020200060801,0
020200060803,0
020200060804,0
020200060805,0
020200060806,0
020200060807,0
020200060901,0
020200060902,0
020200060903,0
020200060904,0
020200060905,0
020200060906,0
020200060907,0
020200060908,0
020200061002,0
020200061005,0
020200061102,0
020200061103,0
020200061104,0
020200061105,0
020200070101,0
020200070102,0
020200070103,0
020200070104,0
020200070202,0
020200070205,0
020200070301,0
020200070302,0
020200070303,0
020200070304,0
020200070402,0
020200070403,0
020200070404,0
020200070405,0
020200070406,0
020200070407,0
020200070501,0
020200070503,0
020200070504,0
020200070505,0
020200070601,0
020200070602,0
020200070603,0
020200070604,0
020200070605,0
020200080101,0
020200080102,0
020200080103,0
020200080104,0
020200080105,0
020200080106,0
020200080201,0
020200080202,0
020200080204,0
020200080206,0
020200080301,0
020200080302,0
020200080303,0
020200080304,0
020200080305,0
020200080306,0
020200080401,0
020200080402,0
020200080404,0
020200080405,0
020200080406,0
020200080501,0
020200080502,0
020200080503,0
020200080504,0
020200080505,0
020301010101,0
020301010102,0
020301010103,0
020301010104,0
020301010105,0
020301010201,0
020301010203,0
020301010204,0
020301010205,0
020301010206,0
020301010301,0
020301010302,0
020301010303,0
020301010304,0
020301010305,0
020301010306,0
020301010307,0
020301010401,0
020301010402,0
020301010403,0
020301010404,0
020301010405,0
020301020101,0
020301020102,0
020301020103,0
020301020104,0
020301020105,0
020301020201,0
020301020202,0
020301020203,0
020301030101,0
020301030102,0
020301030103,0
020301030201,0
020301030202,0
020301030203,0
020301030204,0
020301030205,0
020301030301,0
020301030302,0
020301030303,0
020301030401,0
020301030402,0
020301030403,0
020301030404,0
020301030501,0
020301030502,0
020301030503,0
020301030601,0
020301030602,0
020301030603,0
020301030604,0
020301030605,0
020301030606,0
020301030701,0
020301030702,0
020301030703,0
020301030801,0
020301030802,0
020301030803,0
020301030804,0
020301030805,0
020301030901,0
020301030902,0
020301030903,0
020301030904,0
020301030905,0
020301030906,0
020301040101,0
020301040102,0
020301040103,0
020301040104,0
020301040201,0
020301040202,0
020301040203,0
020301040204,0
020301040205,0
020301040301,0
020301040302,0
020301040303,0
020301040304,0
020301040401,0
020301040402,0
020301040403,0
020301040404,0
020301040405,0
020301050101,0
020301050102,0
020301050103,0
020301050104,0
020301050106,0
020301050108,0
020301050301,100-200
020301050302,<50
020301050304,<50
020301050305,<50
020301050307,<50
020301050308,<50
020301050309,<50
020301050312,50-100
020301050501,<50
020401010101,100-200
020401010102,100-200
020401010103,50-100
020401010104,100-200
020401010105,100-200
020401010106,100-200
020401010201,100-200
020401010202,50-100
020401010203,<50
020401010204,<50
020401010205,100-200
020401010206,50-100
020401010207,<50
020401010301,<50
020401010302,<50
020401010303,<50
020401010304,<50
020401010305,<50
020401010307,<50
020401010402,<50
020401010405,<50
020401010502,<50
020401010601,50-100
020401010602,50-100
020401020301,<50
020401020302,<50
020401020303,<50
020401020305,<50
020401020306,<50
020401020401,<50
020401020402,<50
020401020404,50-100
020401030101,<50
020401030102,<50
020401030103,50-100
020401030202,<50
020401030203,<50
020401030301,50-100
020401030302,50-100
020401030402,50-100
020401030505,<50
020401030601,<50
020401040301,<50
020401040305,<50
020401040705,<50
020401040801,<50
020401050101,<50
020401050104,<50
020401050202,<50
020401050203,<50
020401050204,<50
020401050302,<50
020401050303,<50
020401050401,<50
020401050402,<50
020401050503,<50
020401050504,50-100
020401050601,<50
020401050602,<50
020401050603,<50
020401050604,<50
020401050605,<50
020401050803,<50
020401050901,<50
020401050902,<50
020401050904,50-100
020401050905,<50
020401050907,<50
020401050909,50-100
020401060304,<50
020401060309,200-500
020401060404,<50
020401060501,50-100
020401060601,<50
020401060602,<50
020401060701,50-100
020401060702,100-200
020401060801,200-500
020401060804,<50
020401060806,<50
020401060812,<50
020402010105,<50
020402010201,<50
020402010401,<50
020402010406,<50
020402020203,<50
020402020506,<50
020402020602,<50
020402020606,<50
020402020607,<50
020402020608,<50
020402030101,100-200
020402030102,<50
020402030103,100-200
020402030203,<50
020402030205,50-100
020402030206,<50
020402030207,200-500
020402030301,<50
020402030302,50-100
020402030303,100-200
020402030304,200-500
020402030305,200-500
020402030306,<50
020402030307,100-200
020402030401,<50
020402030402,50-100
020402030403,50-100
020402030404,50-100
020402030405,<50
020402030406,200-500
020402030407,500-1000
020402030408,<50
020402030409,<50
020402030501,50-100
020402030503,50-100
020402030601,<50
020402030602,<50
020402030603,200-500
020402030604,<50
020402030606,<50
020402030607,<50
020402030608,<50
020402030609,<50
020402030610,<50
020402030611,100-200
020402030702,<50
020402030802,100-200
020402030803,<50
020402030805,50-100
020402030806,200-500
020402030808,<50
020402031001,<50
020402031002,<50
020402031003,50-100
020402050101,<50
020402050103,<50
020402050105,<50
020402050202,50-100
020402050203,<50
020402050204,50-100
020402050205,50-100
020402050301,<50
020402050303,<50
020402050304,<50
020402050305,<50
020402050401,<50
020402050402,<50
020402050502,<50
020402050705,<50
020402050801,100-200
020402050802,100-200
020402050803,50-100
020402060101,50-100
020402060102,50-100
020402060104,<50
020402060106,100-200
020402060201,50-100
020402060202,100-200
020402060203,<50
020402060301,<50
020402060303,50-100
020402060402,<50
020402060403,<50
020402060404,<50
020402060405,<50
020402060503,<50
020402060506,<50
020402060507,<50
020402060601,<50
020402060602,50-100
020402060603,100-200
020402060604,50-100
020402060605,<50
020402070101,<50
020402070102,50-100
020402070103,50-100
020402070201,<50
020402070202,<50
020402070203,<50
020402070204,<50
020402070205,<50
020402070301,<50
020301050202,0
020301050203,0
020301050204,0
020301050205,0
020301050206,0
020301050303,0
020301050306,0
020301050310,0
020301050311,0
020301050401,0
020301050402,0
020301050403,0
020301050404,0
020301050405,0
020301050502,0
020301050503,0
020301050504,0
020301050505,0
020301050506,0
020301050507,0
020302010101,0
020302010102,0
020302010103,0
020302010104,0
020302010201,0
020302010202,0
020302010203,0
020302010204,0
020302010301,0
020302010302,0
020302010303,0
020302010304,0
020302010401,0
020302010402,0
020302010403,0
020302020101,0
020302020102,0
020302020103,0
020302020104,0
020302020105,0
020302020201,0
020302020202,0
020302020203,0
020302020204,0
020302020205,0
020302020206,0
020302020207,0
020302020301,0
020302020302,0
020302020303,0
020302020304,0
020302020305,0
020302020401,0
020302020402,0
020302020403,0
020302020404,0
020302020405,0
020302020406,0
020302020407,0
020302020501,0
020302020502,0
020302020503,0
020302020504,0
020302020505,0
020302020506,0
020302020601,0
020302020602,0
020302020603,0
020302020604,0
020302020605,0
020302020606,0
020302020701,0
020302020702,0
020302020703,0
020302020704,0
020302020705,0
020302020801,0
020302020802,0
020302020803,0
020302020804,0
020302020901,0
020302020902,0
020302020903,0
020302030000,0
020401010306,0
020401010401,0
020401010403,0
020401010404,0
020401010406,0
020401010501,0
020401010503,0
020401010504,0
020401010505,0
020401010506,0
020401010603,0
020401010604,0
020401010605,0
020401010606,0
020401020101,0
020401020102,0
020401020103,0
020401020104,0
020401020201,0
020401020202,0
020401020203,0
020401020204,0
020401020304,0
020401020403,0
020401020405,0
020401020501,0
020401020502,0
020401020503,0
020401020504,0
020401020505,0
020401020506,0
020401020507,0
020401030201,0
020401030401,0
020401030501,0
020401030502,0
020401030503,0
020401030504,0
020401030602,0
020401030603,0
020401040101,0
020401040102,0
020401040103,0
020401040104,0
020401040105,0
020401040106,0
020401040107,0
020401040201,0
020401040202,0
020401040203,0
020401040302,0
020401040303,0
020401040304,0
020401040306,0
020401040307,0
020401040308,0
020401040401,0
020401040402,0
020401040403,0
020401040501,0
020401040502,0
020401040503,0
020401040504,0
020401040505,0
020401040601,0
020401040602,0
020401040603,0
020401040604,0
020401040605,0
020401040606,0
020401040701,0
020401040702,0
020401040703,0
020401040704,0
020401040802,0
020401040803,0
020401040804,0
020401040805,0
020401040901,0
020401040902,0
020401040903,0
020401040904,0
020401040905,0
020401041001,0
020401041002,0
020401041003,0
020401041004,0
020401041005,0
020401050102,0
020401050103,0
020401050201,0
020401050301,0
020401050501,0
020401050502,0
020401050701,0
020401050702,0
020401050703,0
020401050801,0
020401050802,0
020401050903,0
020401050906,0
020401050908,0
020401050910,0
020401050911,0
020401060101,0
020401060102,0
020401060103,0
020401060104,0
020401060201,0
020401060202,0
020401060203,0
020401060204,0
020401060301,0
020401060302,0
020401060303,0
020401060305,0
020401060306,0
020401060307,0
020401060308,0
020401060310,0
020401060401,0
020401060402,0
020401060403,0
020401060502,0
020401060703,0
020401060802,0
020401060803,0
020401060805,0
020401060807,0
020401060808,0
020401060809,0
020401060810,0
020401060811,0
020401060813,0
020402010101,0
020402010102,0
020402010103,0
020402010104,0
020402010202,0
020402010203,0
020402010204,0
020402010301,0
020402010302,0
020402010303,0
020402010402,0
020402010403,0
020402010404,0
020402010405,0
020402010407,0
020402020101,0
020402020102,0
020402020103,0
020402020104,0
020402020201,0
020402020202,0
020402020204,0
020402020301,0
020402020302,0
020402020303,0
020402020304,0
020402020305,0
020402020401,0
020402020402,0
020402020403,0
020402020404,0
020402020405,0
020402020501,0
020402020502,0
020402020503,0
020402020504,0
020402020505,0
020402020507,0
020402020601,0
020402020603,0
020402020604,0
020402020605,0
020402030201,0
020402030202,0
020402030204,0
020402030502,0
020402030605,0
020402030701,0
020402030801,0
020402030804,0
020402030807,0
020402030809,0
020402030901,0
020402030902,0
020402031004,0
020402031005,0
020402031006,0
020402031007,0
020402031008,0
020402040000,0
020402050102,0
020402050104,0
020402050201,0
020402050302,0
020402050306,0
020402050307,0
020402050308,0
020402050403,0
020402050501,0
020402050503,0
020402050504,0
020402050505,0
020402050601,0
020402050602,0
020402050701,0
020402050702,0
020402050703,0
020402050704,0
020402060103,0
020402060105,0
020402060302,0
020402060401,0
020402060501,0
020402060502,0
020402060504,0
020402060505,0
020402060701,0
020402060702,0
020402060703,0
020402070302,0
020402070303,0
020402070304,<50
020402070401,50-100
020402070402,50-100
020402070403,<50
020402070405,100-200
020402070406,<50
020402070501,100-200
020402070502,<50
020402070503,100-200
020402070504,<50
020402070505,50-100
020402070506,50-100
020402070507,<50
020402070601,<50
020402070602,<50
020402070603,200-500
020402070604,<50
020403010607,<50
020403010609,<50
020403020103,<50
020403020105,<50
020403020107,<50
020403020108,<50
020403030102,<50
020403030103,<50
020403030201,50-100
020403030202,200-500
020403030204,<50
020403030205,<50
020403030301,<50
020403030302,50-100
020403030303,<50
020403030304,<50
020403030401,200-500
020403030402,<50
020403030403,500-1000
020403030501,200-500
020403030502,200-500
020403040102,<50
020403040103,<50
020403040104,<50
020403040202,50-100
020403040203,<50
020403040301,<50
020403040304,<50
020501010101,50-100
020501010102,50-100
020501010103,<50
020501010301,<50
020501010302,50-100
020501010402,<50
020501010404,<50
020501010405,50-100
020501010502,<50
020501010503,<50
020501010504,<50
020501010601,<50
020501010602,<50
020501010603,<50
020501010604,<50
020501010605,<50
020501010703,50-100
020501010802,<50
020501010803,<50
020501010901,<50
020501010902,100-200
020501010903,100-200
020501010905,<50
020501010906,100-200
020501010907,50-100
020501010908,50-100
020501010909,100-200
020501010910,100-200
020501011001,50-100
020501011002,100-200
020501011003,100-200
020501011004,<50
020501011005,50-100
020501011104,50-100
020501011105,<50
020501011201,<50
020501011202,50-100
020501011203,<50
020501011204,50-100
020501011205,50-100
020501011206,50-100
020501011207,<50
020501011301,50-100
020501011302,200-500
020501011303,<50
020501011304,<50
020501011305,100-200
